Alloys,Phase,Tg_K,Tx_K,Tl_K,Rc_mm/s,Dmax_mm
Mo20Nb20Hf20Zr20Ti20,CMA,892.0,935.0,1433.0,NAN,NAN
Mo25Nb25V25W25,CMA,828.0,1157.0,1293.0,NAN,NAN
Mo25Nb25Ti25W25,CMA,941.0,1143.0,1476.0,NAN,NAN
Mo25Nb25Ta25V25,CMA,942.0,1093.0,1456.0,NAN,NAN
Mo20Nb20Ti20V20V20,CMA,919.0,1126.0,1428.0,NAN,NAN
Mo25.6Nb22.7Ta24.4W27.3,CMA,934.0,1173.0,1446.0,NAN,NAN
Mo25.0Nb25.0Ta25.0W25.0,CMA,945.0,1171.0,1490.0,NAN,NAN
Mo21.7Nb20.6Ta15.6V21.0W21.1,CMA,942.0,1160.0,1491.0,NAN,NAN
Mo20Nb20Ta20V20W20,CMA,941.0,1166.0,1479.0,NAN,NAN
Mo20Nb20Ta20W20V20,CMA,941.0,1166.0,1487.0,NAN,NAN
Nb20Ti20Cr20Zr20Cu20,CMA,756.0,963.0,1167.0,NAN,NAN
Nb20Ti20V20Zr20Zr20,CMA,824.0,857.0,1349.0,NAN,NAN
Nb20Mo20Ta20W20Hf20,CMA,878.0,1137.0,1416.0,NAN,NAN
Nb20Mo20Ta20W20Zr20,CMA,932.0,1143.0,1465.0,NAN,NAN
Nb25Ti25V25Ta25,CMA,939.0,1058.0,1462.0,NAN,NAN
Nb23.5Ti23.5V23.5Ta23.5Al5.9,CMA,882.0,886.0,1433.0,NAN,NAN
Nb22.2Ti22.2V22.2Ta22.2Al11.1,CMA,820.0,853.0,1240.0,NAN,NAN
Nb20Ti20V20Ta20Al20,CMA,821.0,826.0,1198.0,NAN,NAN
Nb20Mo20Ta20W20Cr20,CMA,822.0,1173.0,1206.0,NAN,NAN
Nb20Ta20Ti20W20W20,CMA,945.0,1173.0,1490.0,NAN,NAN
Nb25Ta25Ti25W25,CMA,945.0,1142.0,1490.0,NAN,NAN
Nb20Ta20Ti20V20W20,CMA,921.0,1135.0,1487.0,NAN,NAN
Nb25Ta25V25W25,CMA,918.0,1173.0,1483.0,NAN,NAN
Ni60Nb40,CMA,891.0,945.0,1490.0,NAN,NAN
Ni60Nb25Zr15,MG,860.0,911.0,1458.0,NAN,1.5
Ni60Nb20Zr20,MMG,853.0,891.0,1390.0,110000,1.5
Ni60Nb30Ta10,MMG,891.0,934.0,1391.0,NAN,0.5
Ni60Nb30Zr10,MMG,875.0,961.0,1559.0,NAN,2
Ni60Pd20P17B3,MMG,605.0,902.0,1413.0,NAN,2
Ni59Zr20Ti16Si5,MMG,683.0,830.0,1073.0,NAN,15
Ni61Zr28Nb7Al4,MMG,848.0,876.0,1304.0,NAN,2
Ni59Zr20Ti16Sn5,MMG,819.0,898.0,1348.0,NAN,1
Ni60Zr27Al6Hf7,MMG,838.0,854.0,1288.0,NAN,1
Ni60Zr30Nb5Al5,MMG,820.0,863.0,1508.0,NAN,NAN
Ni60Zr28Nb7Al5,MMG,839.0,877.0,1364.0,NAN,NAN
Ni61Zr27Nb8Al4,MMG,849.0,890.0,1348.0,NAN,NAN
Ni62Zr28Nb7Al3,MMG,851.0,899.0,1351.0,NAN,NAN
Ni60Zr20Nb15Al5,MMG,842.0,895.0,1352.0,NAN,NAN
Ni60Zr25Nb10Al5,MMG,830.0,896.0,1369.0,NAN,NAN
Ni60Zr15Nb20Al5,MMG,861.0,902.0,1372.0,NAN,NAN
Ni60Zr10Nb25Al5,MMG,873.0,897.0,1395.0,NAN,NAN
Ni60Nb15Ti10Zr15,MMG,844.0,900.0,1417.0,NAN,NAN
Ni60Nb20Ti10Zr10,MMG,853.0,888.0,1370.0,NAN,NAN
Ni60Zr20Nb10Al10,MMG,844.0,886.0,1363.0,NAN,NAN
Ni72B19.2Si4.8Nb4,MMG,770.0,877.0,1518.0,NAN,NAN
Ni59Zr20Ti16Si2Sn3,MMG,795.0,821.0,1446.0,NAN,0.5
Ni61Zr22Nb7Al4Ta6,MMG,867.0,877.0,1272.0,NAN,3
Ni42Ti20Zr25Al8Cu5,MMG,748.0,927.0,1379.0,NAN,2
Ni60Zr20Ti5Nb10Al5,MMG,803.0,826.0,1366.0,NAN,0.5
Ni57.5Zr30Nb5Al7.5,MMG,836.0,896.0,1379.0,NAN,2
Ni57.5Zr32Nb3Al7.5,MMG,831.0,897.0,1343.0,NAN,NAN
Ni57.5Zr28Nb7Al7.5,MMG,839.0,892.0,1340.0,NAN,NAN
Ni57.5Zr26Nb9Al7.5,MMG,844.0,902.0,1346.0,NAN,NAN
Ni60Zr22.5Nb12.5Al5,MMG,836.0,907.0,1349.0,NAN,NAN
Ni60Zr20Nb12.5Al7.5,MMG,843.0,902.0,1373.0,NAN,NAN
Ni60Zr20Nb17.5Al2.5,MMG,841.0,894.0,1458.0,NAN,NAN
Ni57.5Zr24Nb11Al7.5,MMG,849.0,891.0,1392.0,NAN,NAN
Ni33.3Co33.3Mn33.3,MMG,914.0,984.0,1351.0,NAN,NAN
Ni60Zr17.5Nb17.5Al5,MMG,829.0,853.0,1424.0,NAN,NAN
Ni75Mo15Si10,CMA,804.0,894.0,1385.0,NAN,NAN
Ni71.25Mo14.25Si9.5Nb5,MMG,813.0,912.0,1213.0,NAN,NAN
Ni67.5Mo13.5Si9Nb10,MMG,815.0,965.0,1181.0,NAN,NAN
Ni63.75Mo12.75Si8.5Nb15,MMG,800.0,976.0,1168.0,NAN,NAN
Ni65Nb5Cr5Mo5P14B6,MMG,703.0,959.0,1174.0,NAN,NAN
Ni60Zr20Ti2.5Nb12.5Al5,MMG,836.0,885.0,1385.0,NAN,2
Ni61.25Zr31.85Nb4.9Al2,MMG,881.0,897.0,1378.0,NAN,2
Ni42Ti20Zr20.5Al8Cu5Si4.5,MMG,763.0,906.0,1447.0,NAN,NAN
Ni42Ti20Zr22.5Al8Cu5Si2.5,MMG,767.0,856.0,1364.0,NAN,2
Ni42Ti19Zr22.5Al8Cu5Si3.5,MMG,780.0,833.0,1367.0,NAN,2
Ni42Ti20Zr21.5Al8Cu5Si3.5,MMG,774.0,846.0,1363.0,NAN,3
Ni57.6Fe14.4B19.2Si4.8Nb4,MMG,755.0,846.0,1366.0,NAN,2.5
Ni43.2Fe28.8B19.2Si4.8Nb4,MMG,745.0,795.0,1381.0,NAN,2
Ni50.4Fe21.6B19.2Si4.8Nb4,MMG,750.0,795.0,1348.0,NAN,3
Ni64.8Fe7.2B19.2Si4.8Nb4,MMG,762.0,795.0,1356.0,NAN,2.5
Ni23.26Co23.26Fe23.26Cr23.26Al6.98,MMG,795.0,1046.0,1408.0,NAN,1
Ni23.53Co23.53Fe23.53Cr23.53Al5.88,MMG,872.0,1048.0,1439.0,NAN,NAN
Ni23.26Co23.26Fe23.26Cr23.26Mo6.98,CMA,873.0,1100.0,1439.0,NAN,NAN
Ni22.86Co22.86Fe22.86Cr22.86Ni8.57,CMA,898.0,1082.0,1470.0,NAN,NAN
Ni24.39Co24.39Fe24.39Cr24.39Al2.44,CMA,883.0,1080.0,1470.0,NAN,NAN
Nd60Fe20Co10Al10,CMA,485.0,593.0,859.0,NAN,2
Nd61Al11Ni8Co5Cu15,MMG,445.0,478.0,759.0,NAN,6
Nd60Al15Ni10Cu10Fe5,MMG,429.0,478.0,755.0,NAN,5
Os28Co28Ta10B34,MMG,473.0,776.0,1005.0,NAN,5
Pd77Cu6Si17,MMG,642.4,707.0,1071.0,NAN,0.8
Pd40Ni40P20,NAN,582.5,686.4,1128.0,NAN,2
Pd79Cu6Si10P5,MMG,609.0,645.5,995.8,1800,25
Pd77.5Cu6Si16.5,MMG,636.1,682.0,995.0,125,5
Pd79.5Cu4Si16.5,MMG,644.3,677.1,1056.7,NAN,1.5
Pd71.5Cu12Si16.5,MMG,652.0,684.3,1101.3,1.06102,0.75
Pd73.5Cu10Si16.5,MMG,636.8,680.0,1154.0,5.06102,2
Pd40Cu30Ni10P20,MMG,586.0,676.8,1121.1,NAN,2
Pd79Cu4Ag2Si10P5,MMG,613.0,684.0,1001.0,NAN,4
Pd79Cu3Ag3Si10P5,MMG,610.0,684.0,1005.0,NAN,5
Pd79Cu2Ag4Si10P5,MMG,611.0,683.0,1005.0,NAN,5
Pd42.5Cu30Ni7.5P20,MMG,575.0,676.0,1006.0,NAN,7
Pd77.5Cu6Si16.6,MMG,636.0,670.0,1097.0,NAN,2
Pd79Cu4Au2Si10P5,MMG,613.0,677.0,1056.0,NAN,1.5
Pd81.5Cu2Si16.5,MMG,641.1,690.0,1005.0,NAN,5
Pd84Si14Ge2,MMG,634.0,678.1,1111.1,NAN,2
Pr60Cu20Al10Ni10,MMG,402.0,417.0,705.0,NAN,1.5
Pr72Cu12.5Ni12.5Al3,MMG,367.0,469.0,725.0,NAN,5
Pr72Cu10.5Ni10.5Al7,MMG,395.0,402.0,743.0,NAN,1.5
Pr68Cu12.5Ni12.5Al7,MMG,399.0,410.0,760.0,NAN,1.5
Pr55Al12Fe30Cu3,MMG,416.0,551.0,703.0,NAN,1.5
Pr55Al25Co20,MMG,469.0,509.0,810.0,NAN,NAN
Sr20Ca20Yb20Mg20Zn10Cu10,MMG,351.0,437.0,675.0,NAN,NAN
Ta25Nb25Hf25Zr25,MMG,805.0,808.0,1206.0,NAN,NAN
Ta20Nb20V20Ti20Al20,CMA,799.0,826.0,1209.0,NAN,NAN
Ta20Nb20Hf20Zr20Ti20,CMA,819.0,822.0,1206.0,NAN,NAN
Ta23.53Nb23.53V23.53Ti23.53Al5.88,CMA,807.0,882.0,1218.0,NAN,NAN
Ta22.22Nb22.22Mo22.22Ti22.22Al11.11,CMA,853.0,1124.0,1240.0,NAN,NAN
Tb55Co20Al25,CMA,614.0,937.0,1440.0,NAN,NAN
Tb36Y20Al24Co20,MMG,619.0,674.0,1001.0,NAN,3
Tm39Ho16Co20Al25,MMG,656.0,666.0,982.0,NAN,3
Tm39Y16Al25Co20,MMG,664.0,733.0,1103.0,NAN,3
Ti16.66Zr16.66Hf16.66Be16.66Cu16.66Ni16.7,MMG,655.0,671.0,1230.0,NAN,5
Ti36Y20Al24Co20,MMG,689.0,708.0,1226.0,NAN,NAN
Ti45Zr20Be33Fe2,MMG,598.0,689.0,1145.0,NAN,3
Ti45Zr20Be31Fe4,MMG,602.0,685.0,1138.0,NAN,3
Ti45Zr20Be30Fe5,MMG,594.0,702.0,1129.0,NAN,3
Ti45Zr20Be29Fe6,MMG,615.0,706.0,1124.0,NAN,3
Ti45Zr20Be27Fe8,MMG,621.0,714.0,1138.0,NAN,3
Ti45Zr20Be30Ag5,MMG,604.0,716.0,1142.0,NAN,3
Ti45Zr20Be30Cu5,MMG,590.0,679.0,1132.0,NAN,3
Ti45Zr20Be30Cr5,MMG,610.0,674.0,1055.0,NAN,3
Ti45Zr20Be30Co5,MMG,597.0,699.0,1123.0,NAN,3
Ti45Zr20Be33Co2,MMG,599.0,668.0,1057.0,NAN,3
Ti45Zr20Be31Co4,MMG,603.0,684.0,1214.0,NAN,6
Ti45Zr20Be29Co6,MMG,598.0,709.0,1200.0,NAN,9
Ti45Zr20Be27Co8,MMG,596.0,698.0,1180.0,NAN,10
Ti45Zr18Be35Co2,MMG,592.0,706.0,1164.0,NAN,11
Ti45Zr16Be35Co4,MMG,589.0,701.0,1244.0,NAN,7
Ti45Zr14Be35Co6,MMG,601.0,705.0,1256.0,NAN,4
Ti55Be20Zr15Ni10,MMG,604.0,887.0,1409.0,NAN,NAN
Ti55Zr15Be20Ni10,MMG,604.0,639.0,1171.0,NAN,NAN
Ti40Zr10Cu38Pd12,MMG,639.0,666.0,1171.0,NAN,5
Ti40Zr10Cu40Pd10,MMG,660.0,715.0,1189.0,NAN,6
Ti40Zr10Cu34Pd16,MMG,672.0,709.0,1184.0,NAN,4
Ti40Zr10Cu36Pd14,MMG,669.0,723.0,1231.0,NAN,4
Ti40Zr10Cu32Pd18,MMG,683.0,718.0,1191.0,NAN,6
Ti40Zr10Cu30Pd20,MMG,687.0,740.0,1272.0,NAN,3
Ti45Zr20Be25Fe10,MMG,613.0,747.0,1279.0,NAN,3
Ti45Zr20Be25Co10,MMG,611.0,701.0,1132.0,NAN,3
Ti45Zr20Be23Co12,MMG,642.0,718.0,1221.0,NAN,12
Ti45Zr20Be21Co14,MMG,634.0,709.0,1158.0,NAN,15
Ti45Zr20Be19Co16,MMG,640.0,701.0,1244.0,NAN,13
Ti55Be18Zr10Cu9Ni8,MMG,629.0,698.0,1240.0,NAN,12
Ti40Zr25Be18Cu9Ni8,MMG,621.0,667.0,1013.0,NAN,NAN
Ti50Be18Zr15Cu9Ni8,MMG,622.0,668.0,1009.0,NAN,NAN
Ti45Cu37.8Zr10Ni7.2,MMG,641.0,662.0,1009.0,NAN,NAN
Ti50Cu25Ni15Be7Sn3,MMG,680.0,688.0,1167.0,NAN,1
Ti40Zr25Ni8Cu9Be18,MMG,621.0,733.0,1207.0,NAN,NAN
Ti50Zr15Cu9Ni8Be18,MMG,622.0,668.0,1009.0,NAN,8
Ti55Zr10Cu9Ni8Be18,MMG,629.0,662.0,1009.0,NAN,6
Ti44.1Zr19.6Be34.3Co2,MMG,604.0,667.0,1013.0,NAN,6
Ti43.65Zr19.4Be33.95Co3,MMG,602.0,705.0,1246.0,NAN,7
Ti43.2Zr19.2Be33.6Co4,MMG,599.0,699.0,1221.0,NAN,8
Ti42.3Zr18.8Be32.9Co6,MMG,605.0,708.0,1188.0,NAN,7
Ti43.2Zr19.2Be33.6Fe4,MMG,602.0,700.0,1132.0,NAN,3
Ti42.3Zr18.8Be32.9Fe6,MMG,613.0,712.0,1097.0,NAN,3
Ti41.4Zr18.4Be32.2Fe8,MMG,633.0,723.0,1097.0,NAN,3
Ti50Ni15Cu25Sn3Be7,MMG,688.0,728.0,1101.0,NAN,3
Ti47.5Zr2.5Cu42.5Ni7.5,MMG,673.0,800.0,1310.0,NAN,1
Ti20Zr20Hf20Be20Cu20,MMG,630.0,720.0,1225.0,NAN,1.5
Ti43.3Zr21.7Ni7.5Be27.5,MMG,654.0,720.0,1225.0,NAN,NAN
Ti40.18Zr24.5Be27.44Fe5.88Cu2,MMG,613.0,704.0,1095.0,NAN,NAN
Ti45Ni15Cu25Sn3Be7Zr5,MMG,680.0,720.0,1128.0,NAN,12
Ti53.9Zr14.7Be19.6Ni9.8Fe2,MMG,602.0,741.0,1142.0,NAN,5
Ti52.8Zr14.4Be19.2Ni9.6Fe4,MMG,615.0,652.0,1108.0,NAN,6
Ti51.7Zr14.1Be18.8Ni9.4Fe6,MMG,622.0,666.0,1093.0,NAN,10
Ti50.6Zr13.8Be18.4Ni9.2Fe8,MMG,635.0,675.0,1122.0,NAN,7
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,MMG,677.0,726.0,1203.0,NAN,NAN
Ti49.5Zr13.5Be18Ni9Fe10,MMG,632.0,726.0,1203.0,NAN,2.5
Ti20Zr20Hf20Be20Cu10Ni10,MMG,636.0,701.0,1104.0,NAN,5
Ti38.8Zr24.2Ni5.3Cu9Be22.7,MMG,592.9,643.7,981.7,NAN,7
Ti41.8Zr21.2Ni5.3Cu9Be22.7,MMG,591.7,651.7,1008.2,NAN,7
Ti44.8Zr18.2Ni5.3Cu9Be22.7,MMG,606.9,651.6,1025.1,NAN,7
Ti47.8Zr15.2Ni5.3Cu9Be22.7,MMG,599.0,657.5,1037.7,NAN,7
Ti32.8Zr30.2Cu9Ni5.3Be22.7,MMG,616.0,660.4,1067.7,NAN,7
Ti53Ni18.5Cu15Al7Si3Hf3B0.5,MMG,662.0,695.0,1000.0,NAN,3
Ti42.3Cu35.53Zr9.4Ni6.768Sn6,MMG,683.0,749.0,1230.0,NAN,NAN
Ti44.1Cu37.04Zr9.8Ni7.06Sn2,MMG,650.0,739.0,1169.0,NAN,1
Ti38.8Zr28.8Cu6.2Be16.2Nb10,MMG,644.0,692.0,1167.0,NAN,NAN
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,MMG,695.0,726.0,1040.0,NAN,3
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,MMG,709.0,749.0,1230.0,NAN,2
Ti44.1Cu37.04Zr9.8Ni7.056Sn2,MMG,650.0,767.0,1240.0,NAN,2
Ti43.2Cu36.29Zr9.6Ni6.912Sn4,MMG,666.0,692.0,1167.0,NAN,2
Ti7.0Co23.3Cr23.3Fe23.3Ni23.3,MMG,715.0,1091.0,1156.0,NAN,2
Ti11.1Co11.1Cr22.2Fe22.2Ni33.3,MMG,891.0,1076.0,1468.0,NAN,0
Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5,CMA,692.0,693.3,1167.0,NAN,2
Ti41.5Cu37.5Ni7.5Hf5Sn5Zr2.5Si1,MMG,693.0,757.5,1176.0,NAN,6
Ti43.15Cu36.24Zr9.59Ni9.06Sn1.96,MMG,649.0,758.0,1176.0,NAN,NAN
Ti43.15Zr9.59Cu36.24Ni9.06Sn1.96,MMG,649.0,699.0,1167.0,NAN,NAN
Ti44.10Zr9.80Cu37.04Ni7.06Sn2,MMG,650.0,699.0,1167.0,NAN,3
Ti31.16Zr28.69Cu8.55Ni5.035Be21.565Nb5,MMG,634.0,692.0,1167.0,NAN,2
Ti29.52Zr27.18Cu8.1Ni4.77Be20.43Nb10,MMG,639.0,662.0,1006.0,NAN,3
Ti31.16Zr28.69Cu8.55Fe5.035Be21.565Nb5,MMG,646.0,666.0,1035.0,NAN,20
Ti29.52Zr27.18Cu8.1Fe4.77Be20.43Nb10,MMG,638.0,677.0,1045.0,NAN,3
Ti16.7Zr16.7Hf16.7Cu16.7Ni16.7Be16.7,MMG,673.0,681.0,1088.0,NAN,3
Ti44.1Cu37.044Zr9.8Ni7.0562Sn2,MMG,650.0,680.0,1167.0,NAN,1
Ti43.2Cu36.288Zr9.6Ni6.912Sn4,MMG,666.0,692.0,1167.0,NAN,2
Ti42.3Cu35.532Zr9.4Ni6.768Sn6,MMG,683.0,715.0,1156.0,NAN,2
Ti9.1Co18.2Cr18.2Cu18.2Fe18.2Ni18.2,MMG,739.0,1001.0,1169.0,NAN,1
Ti10.9Co10.9Cr21.7Fe21.7Ni32.6Mo2.2,MMG,842.0,1113.0,1426.0,NAN,NAN
Ti13.8Co17.2Cr17.2Fe17.2Ni17.2Cu17.2,CMA,906.0,944.0,1473.0,NAN,NAN
Ti43.15Zr9.59Cu36.24Ni9.06Sn1.96,CMA,649.0,840.0,1348.0,NAN,NAN
Ti12.5Co12.5Cr12.5Fe12.5Ni12.5Cu12.5V12.5Mn12.5,CMA,699.0,864.0,1167.0,NAN,NAN
Ti2.3Co22.7Cr22.7Fe22.7Ni22.7Al6.8,MMG,825.0,1017.0,1257.0,NAN,NAN
Ti8.3Co25.0Cr16.7Fe16.7Ni25.0Mo8.3,CMA,848.0,1131.0,1439.0,NAN,NAN
Ti6.7Co40.0Cr13.3Fe13.3Ni13.3Al13.3,CMA,857.0,918.0,1479.0,NAN,NAN
Ti12.5Cr37.5Fe12.5Ni12.5Cu12.5Al12.5,CMA,810.0,848.0,1269.0,NAN,NAN
Ti7.7Co23.8Cr15.9Fe15.9Ni23.8Mo12.7,CMA,809.0,1162.0,1259.0,NAN,NAN
Ti16.7Co16.7Cr16.7Fe16.7Ni16.7Cu16.7,CMA,933.0,950.0,1494.0,NAN,NAN
Ti28.6Co14.3Cr14.3Fe14.3Ni14.3Cu14.3,CMA,822.0,841.0,1356.0,NAN,NAN
Ti9.1Co18.2Al4.5Cr18.2Cu13.6Fe18.2Ni18.2,CMA,801.0,946.0,1231.0,NAN,NAN
Ti12.5Co12.5Cr12.5Fe12.5Ni12.5Cu12.5Al12.5V12.5,CMA,821.0,827.0,1248.0,NAN,NAN
Ti7.7Co30.8Cr15.4Fe15.4Ni15.4Al15.4,CMA,791.0,827.0,1254.0,NAN,NAN
Ti14.3Cr28.6Fe14.3Ni14.3Cu14.3Al14.3,CMA,790.0,841.0,1257.0,NAN,NAN
Ti28.6Cr14.3Fe14.3Co14.3Ni14.3Al14.3,CMA,797.0,845.0,1267.0,NAN,NAN
Ti15.4Cr23.1Fe15.4Ni15.4Cu15.4Al15.4,CMA,779.0,823.0,1286.0,NAN,NAN
Ti8.7Co17.4Cr17.4Fe17.4Ni17.4Cu4.4Al17.4,CMA,776.0,821.0,1273.0,NAN,NAN
Ti16.7Cr16.7Fe16.7Ni16.7Cu16.7Al16.7,CMA,791.0,830.0,1245.0,NAN,NAN
Ti10Co10Cr20Fe20Ni20Al20,CMA,777.0,835.0,1282.0,NAN,NAN
Ti18.2Cr9.1Fe18.2Ni18.2Cu18.2Al18.2,CMA,792.0,859.0,1265.0,NAN,NAN
Ti23.3Zr23.3Nb23.3Mo23.3V7,CMA,786.0,970.0,1312.0,NAN,NAN
Ti25.0Zr25.0Nb25.0Mo17.5V7.5,CMA,862.0,883.0,1350.0,NAN,NAN
Ti20.8Zr20.8Nb20.8Mo31.3V6.3,CMA,835.0,1007.0,1268.0,NAN,NAN
Ti21.7Zr21.7Nb21.7Mo28.3V6.5,CMA,867.0,967.0,1394.0,NAN,NAN
Ti26.3Zr26.3Nb26.3Mo13.2V7.9,CMA,858.0,864.0,1343.0,NAN,NAN
Ti27.8Zr27.8Nb27.8Mo8.3V8.3,CMA,826.0,895.0,1247.0,NAN,NAN
Ti29.4Zr29.4Nb29.4Mo2.9V8.8,CMA,826.0,884.0,1300.0,NAN,NAN
Ti30.3Zr30.3Nb30.3V9.1,CMA,813.0,889.0,1304.0,NAN,NAN
Ti20Zr20Nb20Mo20V20,CMA,812.0,959.0,1314.0,NAN,NAN
Ti20.8Zr20.8Nb20.8Mo17.0V20.8,CMA,854.0,972.0,1346.0,NAN,NAN
Ti21.3Zr21.3Nb21.3Mo14.9V21.3,CMA,860.0,883.0,1356.0,NAN,NAN
Ti21.3Zr21.3Nb21.3Mo15.0V21.3,CMA,847.0,883.0,1251.0,NAN,NAN
Ti25Zr25Nb25V25,CMA,847.0,871.0,1251.0,NAN,NAN
Ti21.8Zr21.8Nb21.8Mo13.0V21.8,CMA,815.0,852.0,1283.0,NAN,NAN
Ti22.2Zr22.2Nb22.2Mo11.1V22.2,CMA,826.0,844.0,1238.0,NAN,NAN
Ti23.3Zr23.3Nb23.3Mo7.0V23.3,CMA,817.0,846.0,1240.0,NAN,NAN
Ti22.5Zr22.5Nb22.5Mo10.0V22.5,CMA,816.0,845.0,1245.0,NAN,NAN
Ti20Zr20Hf20Nb20Cr20,CMA,818.0,855.0,1240.0,NAN,NAN
Ti20Zr20Hf20Nb20V20,CMA,812.0,913.0,1262.0,NAN,NAN
Ti11.1Nb22.2Mo22.2Ta22.2W22.2,CMA,842.0,1164.0,1300.0,NAN,NAN
Ti15.8Nb21.1Mo21.1Ta21.1W21.1,CMA,939.0,1160.0,1487.0,NAN,NAN
Ti16.7V16.7Nb16.7Mo16.7Ta16.7W16.7,CMA,941.0,1124.0,1479.0,NAN,NAN
Ti20Nb20Mo20Ta20W20,CMA,927.0,1148.0,1456.0,NAN,NAN
U60Fe30Al10,MMG,563.0,627.0,1011.0,NAN,NAN
U62Fe28Al10,MMG,624.0,653.0,1147.0,NAN,NAN
U58Co29Al13,MMG,615.0,649.0,1135.0,NAN,NAN
U62.5Fe30Al7.5,MMG,617.0,636.0,1072.0,NAN,NAN
U64Co28.5Al7.5,MMG,617.0,630.0,1118.0,NAN,NAN
U64.2Fe30.8Sn5,MMG,548.0,638.0,1087.0,NAN,NAN
U60Fe27.5Al12.5,MMG,573.0,635.0,1005.0,NAN,NAN
U56.4Co29Al13B1.6,MMG,621.0,683.0,1169.0,NAN,NAN
V20Cu20Hf20Co20Ti20,MMG,647.0,840.0,1070.0,NAN,NAN
W56Ir23B21,MMG,829.0,1217.0,1254.0,NAN,NAN
W45Ru36B17Hf2,CMG,984.0,1129.0,1595.0,NAN,NAN
W20Nb20Cu20Ta20Mg20,CMG,941.0,1144.0,1487.0,NAN,NAN
Y56Al24Co20,CMA,636.0,950.0,1446.0,NAN,NAN
Y55Al25Co20,CMA,633.0,690.0,1078.0,NAN,1.5
Y28Ti28Al24Co20,MMG,688.0,694.0,1060.0,NAN,2
Y6Fe72B22,MMG,898.4,946.0,1511.0,NAN,NAN
Y36Sc20Al24Co20,MMG,645.0,948.6,1412.6,NAN,2
Y36Sc20Al24Co10Ni10,MMG,645.0,760.0,1034.0,NAN,25
Y5.88Fe70.56B21.56Ti2,MMG,731.0,917.3,1010.0,NAN,25
Y5.88Fe70.56B21.56Nb2,MMG,918.0,978.8,1415.4,NAN,4
Y5.88Fe70.56B21.56Nb2,MMG,918.0,980.0,1411.5,NAN,4
Y5.88Fe70.56B21.56Ta2,MMG,917.3,980.0,1411.5,NAN,4
Y5.88Fe70.56B21.56Ti2,MMG,914.5,978.8,1415.4,NAN,4
Yb62.5Zn15Mg17.5Cu5,MMG,381.0,973.7,1416.0,NAN,3
Zr20Ti20Ni20Cu20Be20,MMG,683.0,746.0,1201.0,NAN,2
Zr42.86Ti14.29Ni14.29Cu14.29Be14.27,MMG,645.9,729.0,1161.0,NAN,6
Zr33.33Ti16.67Ni16.67Cu16.67Be16.66,MMG,673.2,677.2,1036.6,NAN,6
Zr66Al8Ni26,MMG,672.0,706.9,1081.1,NAN,6
Zr42Ti6Cu36Al8Ag8,MMG,704.0,777.1,1164.4,NAN,NAN
Zr44Ti4Cu36Al8Ag8,MMG,700.0,731.0,1212.0,NAN,4
Zr50Cu45Ag5,MMG,669.0,779.0,1131.0,NAN,25
Zr45Ni34Ti21,MMG,642.0,728.0,1188.0,NAN,NAN
Zr45Ni34Ti21,MMG,669.0,806.0,1153.0,NAN,20
Zr50Cu48Ag2,MMG,668.0,727.0,1171.0,NAN,4
Zr45Ti21Ni34,MMG,642.0,795.0,1153.0,NAN,25
Zr52Co25Al23,MMG,755.0,781.0,1218.0,NAN,4
Zr55Al20Co25,MMG,761.0,811.0,1295.0,16.6,2
Zr60Cu30Al10,MMG,665.0,840.0,1245.0,16.5,2.5
Zr56Al16Co28,MMG,741.0,755.0,1207.0,NAN,8
Zr50Cu40Ag10,MMG,667.0,734.0,1187.0,NAN,4
Zr56Co28Al16,MMG,705.0,743.0,1205.0,NAN,8
Zr55Co29Al16,MMG,750.0,792.0,1258.0,NAN,NAN
Zr53Co31Al16,MMG,763.0,799.0,1258.0,NAN,NAN
Zr52Co32Al16,MMG,770.0,812.0,1257.0,NAN,NAN
Zr51Co33Al16,MMG,775.0,824.0,1256.0,NAN,NAN
Zr54Co30Al16,MMG,757.0,828.0,1258.0,NAN,NAN
Zr58Co26Al16,MMG,729.0,806.0,1258.0,NAN,NAN
Zr57Co27Al16,MMG,735.0,780.0,1282.0,NAN,NAN
Zr38.46Ti15.38Ni15.38Cu15.38Be15.40,MMG,658.2,787.0,1260.0,NAN,NAN
Zr46.67Ti13.33Ni13.33Cu13.33Be13.34,MMG,634.3,690.0,1055.6,NAN,6
Zr27.27Ti18.18Ni18.18Cu18.18Be18.19,MMG,669.1,685.6,1053.5,NAN,6
Zr70Ni9Cu12Al9,MMG,632.0,724.6,1116.3,NAN,6
Zr50Cu30Al15Y5,MMG,635.0,707.0,1182.0,NAN,NAN
Zr56Al16Co27Fe1,MMG,705.0,743.0,1190.0,NAN,NAN
Zr56Al16Co24Fe4,MMG,741.0,792.0,1261.0,NAN,NAN
Zr50Cu37Al10Pd3,MMG,669.0,792.0,1262.0,NAN,NAN
Zr61Ti2Cu25Al12,MMG,641.0,717.0,1143.0,NAN,NAN
Zr55Al20Co20Nb5,MMG,715.0,723.0,1200.0,NAN,NAN
Zr55Al15Co26Nb4,MMG,733.0,778.0,1192.0,NAN,NAN
Zr30Ti25Al20Co25,MMG,665.0,788.0,1313.0,NAN,NAN
