"Alloys","Phase","Tg","Tx","Tl","Rc_mm/s","Dmax_mm"
"La62Al15.7Cu11.15Ni11.15","MMG",435,461,926,"NAN","NAN"
"La63.1Al15.2Cu10.85Ni10.85","MMG",408,448,709,"NAN",10
"La57.6Al17.5Cu12.45Ni12.45","MMG",425,499,790,"NAN",8
"La61.4Al15.9Cu11.35Ni11.35","MMG",413,459,729,"NAN",10.5
"La62.5Cu17.5Al12.5Ag5Co2.5","MMG",393,473,712,"NAN","NAN"
"La62.5Cu17.5Al12.5Ag5Fe2.5","MMG",391,464,711,"NAN","NAN"
"La62.5Al12.5Ag5Cu17.5Co2.5","MMG",393,473,712,"NAN",8
"La62.5Al12.5Ag5Cu17.5Fe2.5","MMG",391,464,711,"NAN",7
"La62Al14Cu16.66Ag3.33Ni2Co2","MMG",412,472,713,"NAN",16
"La62Al14Cu13.33Ag2.66Ni4Co4","MMG",415,477,708,"NAN",16
"La62Al14Cu11.66Ag2.33Ni5Co5","MMG",418,491,703,"NAN",20
"La62Al14Cu16.667Ag3.333Ni2Co2","MMG",412,472,713,"NAN",20
"La55Al25Co20","MMG",477,540,771,"NAN",5
"La60Cu20Ni10Al10","MMG",387,447,"NAN","NAN","NAN"
"La55Al25Ni5Cu15","MMG",445,531,826,"NAN","NAN"
"La55Al25Ni15Cu5","MMG",467,541,868,"NAN","NAN"
"La30Ce30Al15Co25","MMG",430,"NAN","NAN",35.9,"NAN"
"La30Ce30Ni10Al20Co10","MMG",437,492,"NAN",34.5,0.07
"La61.4Al15.9Ni11.35Cu11.35","MMG",419,465,729,"NAN","NAN"
"La62.0Al15.7Cu11.15Ni11.15","MMG",422,460,"NAN","NAN",11
"La65Al14Cu9.167Ag1.833Cu5Ni5","MMG",414,"NAN","NAN","NAN","NAN"
"Lu45Y10Al25Co20","MMG",698,775,1136,"NAN",5
"Mg68Ca4Zn28","MMG",359,378,651,"NAN","NAN"
"Mg66Ca4Zn30","MG",339,399,679,"NAN","NAN"
"Mg70Ca4Zn26","MG",359,399,671,"NAN","NAN"
"Mg70Ca6Zn24","MG",393,414,715,"NAN","NAN"
"Mg68Ca6Zn26","MG",401,424,679,"NAN","NAN"
"Mg72Ca4Zn24","MG",339,399,669,"NAN","NAN"
"Mg64Ca4Zn32","MG",348,412,696,"NAN","NAN"
"Mg62Ca4Zn34","MG",348,417,713,"NAN","NAN"
"Mg60Ca4Zn36","MG",351,423,739,"NAN","NAN"
"Mg85Ca8Au7","MG",413,435,"NAN","NAN","NAN"
"Mg81Ca12Au7","MG",413,433,"NAN","NAN","NAN"
"Mg83Ca10Au7","MG",418,439,"NAN","NAN","NAN"
"Mg70Zn26Ca4","MG",413,425,633,"NAN","NAN"
"Mg60Zn34Ca6","MG",407,441,"NAN","NAN","NAN"
"Mg73Zn23Ca4","MG",358,367,"NAN","NAN","NAN"
"Mg71Zn25Ca4","MG",336,356,671,"NAN",2
"Mg68Zn28Ca4","MG",359,378,665,"NAN",3.5
"Mg65Zn30Ca5","MMG",367,"NAN","NAN","NAN","NAN"
"Mg66Zn30Ca4","MMG",365,378,653,"NAN",4
"Mg70La17Ni13","MG",474,480,803,"NAN","NAN"
"Mg65Ag25Gd10","MMG",475,481.2,773.8,"NAN",7
"Mg58Cu30.5Y11.5","MMG",424,475,738,"NAN",0.1
"Mg70Ni13La17","NAN",474,499,"NAN",5.06101,9
"Mg60Ni20La20","MMG",458,474,803,"NAN",0.35
"Mg65Ni20La15","MMG",451,485,851,"NAN",0.2
"Mg57Ni26La17","MMG",454,480,812,"NAN",0.5
"Mg75Ni15Gd10","MMG",449,499,831,"NAN",2
"Mg69Ni15La16","MMG",455,482,799.1,"NAN",3
"Mg69Ni18La13","MMG",449,481,800,"NAN",1
"Mg70Ni20La10","MMG",447,478,797,"NAN",0.5
"Mg50Ni30La20","MMG",453,475,791,"NAN",0.4
"Mg71Ni18La11","MMG",451,510,841,"NAN",1
"Mg65Ni20Nd15","MMG",456.3,479,796,"NAN",0.5
"Mg80Ni10Nd10","MMG",455.5,498.4,799.1,"NAN",3.5
"Mg75Ni15Nd10","MMG",464.6,471.8,881,"NAN",0.6
"Mg70Ni15Nd15","MMG",469.4,485,815,3.06101,2.8
"Mg61Cu28Gd11","MMG",422,491.7,848.9,1.36103,1.5
"Mg65Cu25Gd10","MMG",413,483,737,4.66101,12
"Mg65Cu25Er10","MMG",422,473,739,1.86102,7
"Mg65Cu25Dy10","MMG",422,480,766,"NAN",3
"Mg63Cu27Gd10","MMG",418,492,750,1,3
"Mg61Cu29Gd10","MMG",420,481,755,"NAN",4
"Mg59Cu31Gd10","MMG",424,480,762,"NAN",4
"Mg65Cu25Pr10","MMG",413,482,769,"NAN",4
"Mg65Cu25Ho10","MMG",417,446,784,"NAN",1
"Mg65Cu25Nd10","MMG",423,473,751,"NAN",1
"Mg72Ca12Zn16","MMG",378,456,744,"NAN",1
"Mg63Ca15Zn22","MMG",383,429,703,"NAN","NAN"
"Mg76.9Ag15.4Y7.7","MG",410,453,723,"NAN","NAN"
"Mg75.0Ag17.3Y7.7","MG",414,456,742,"NAN",1.5
"Mg73.1Ag19.2Y7.7","MMG",416,450,739,"NAN",1.5
"Mg72.7Ag18.2Y9.1","MMG",412,446,729,"NAN",2.5
"Mg70.0Ag20.9Y9.1","MMG",417,441,739,"NAN",1
"Mg69.2Ag23.1Y7.7","MMG",419,459,746,"NAN",1
"Mg67.3Ag23.6Y9.1","MMG",419,458,729,"NAN",2
"Mg67.3Ag25.0Y7.7","MMG",421,450,737,"NAN",1.5
"Mg65.0Ag26.6Y8.4","MMG",421,457,757,"NAN",2
"Mg63.6Ag27.3Y9.1","MMG",423,454,784,"NAN",1.5
"Mg57Al3Cu30Y10","MMG",415,450,788,"NAN",1.5
"Mg65Cu25Gd5Y5","MMG",413,453,1043,"NAN","NAN"
"Mg79Zn17Ca3Sr1","MMG",346.6,486,755,"NAN",5
"Mg80Zn16Ca3Sr1","MMG",347.2,382.6,679.2,"NAN","NAN"
"Mg81Zn15Ca3Sr1","NAN",349.9,380.5,682.4,"NAN","NAN"
"Mg82Zn14Ca3Sr1","NAN",351.6,379.6,686.1,"NAN","NAN"
"Mg81Ca10Au7Yb2","NAN",379.7,418,687.9,"NAN","NAN"
"Mg60Cu29Y10Si1","NAN",430,436,"NAN","NAN","NAN"
"Mg65Cu15Y10Ag10","NAN",432,482,817,"NAN","NAN"
"Mg58.5Cu30.5Y11","MMG",422,474,732,"NAN","NAN"
"Mg54Cu28Ag7Y11","MMG",433,496,762,"NAN",9
"Mg60Ni23.6La16.4","MMG",450,501,724,"NAN","NAN"
"Mg61.5Cu29.5Gd9","MMG",433,490,819,"NAN",2.5
"Mg63.5Cu27.5Gd9","MMG",425,472,785,"NAN",4
"Mg69Ni15Gd10Ag6","MMG",439.2,469,773,"NAN",4
"Mg71Ni15Gd10Ag4","MMG",440.3,474.5,756.9,"NAN",7
"Mg74Ni15Gd10Ag1","MMG",442.3,485,773.5,"NAN",4
"Mg73Ni15Gd10Ag2","MMG",442.3,482.7,791.4,"NAN",3
"Mg70Ni15Gd10Ag5","MMG",449.6,488.7,779.8,"NAN",3.5
"Mg68Ni15Gd10Ag7","MMG",437.3,479.1,764.2,"NAN",5
"Mg65Cu15Ag10Y10","MMG",428,472.8,746.9,"NAN",4
"Mg62.5Cu26.5Gd11","MMG",427,469,694,"NAN","NAN"
"Mg60.5Cu28.5Gd11","MMG",425,483,748,"NAN",9
"Mg58.5Cu30.5Gd11","MMG",427,485,755,"NAN",8
"Mg65Cu20Ni5Gd10","MMG",420,490,753,"NAN",8
"Mg64.5Cu24.5Gd11","MMG",413,481,786,"NAN",5
"Mg65Cu15Ag10Er10","MMG",427,472,739,"NAN",6
"Mg60Ni23.6Y1La15.4","MMG",454,465,733,"NAN",6
"Mg57Cu31Y6.6Nd5.4","MMG",427,491,827,"NAN",3
"Mg57Cu31.5Y8Nd3.5","MMG",426,491,778,"NAN",14
"Mg60Ni23.6La15.4Y1","MMG",454,501,778,"NAN",12
"Mg60Ni23.6Y1La15.4","MMG",454,491,827,"NAN","NAN"
"Mg65Cu15Ag10Gd10","MMG",416,491,827,"NAN",3
"Mg59.4Al0.6Cu30Y10","MMG",419,459,686,"NAN",7.5
"Mg55.8Al4.2Cu30Y10","MMG",411,459,1041,"NAN","NAN"
"Mg57.6Al2.4Cu30Y10","MMG",411,445,1044,"NAN","NAN"
"Mg58.8Al1.2Cu30Y10","MMG",421,455,1042,"NAN","NAN"
"Mg56Cu29.7Ag3.3Y11","MMG",426,454,1041,"NAN","NAN"
"Mg65Cu15Ag10Y4Gd6","MMG",424,509,725,"NAN","NAN"
"Mg65Cu15Ag10Y2Gd8","MMG",420,467,682,"NAN",8
"Mg57Cu31.5Y9.2Nd2.3","MMG",428,464,683,"NAN",9
"Mg60Ni23.6La15.9B0.5","MMG",454,502,777,"NAN",10
"Mg60Ni23.6La15.9Y0.5","MMG",456,493,824,"NAN","NAN"
"Mg54Cu24.5Ag10.5Y11","MMG",432,492,829,"NAN","NAN"
"Mg60Ni23.6La15.9Si0.5","MMG",457,493,714,"NAN","NAN"
"Mg56.5Cu27Ag5Dy11.5","MMG",434,492,828,"NAN","NAN"
"Mg60Ni23.6Y0.5La15.9","MMG",456,"NAN","NAN","NAN","NAN"
"Mg60Ni23.6B0.5La15.9","MMG",454,492,829,"NAN",4
"Mg60Ni23.6Si0.5La15.9","MMG",457,493,824,"NAN",2
"Mg65Cu15Ag5Pd5Gd10","MMG",430,492,828,"NAN",1
"Mg60Ni23.6La16.15Y0.25","MMG",456,472,748,"NAN",10
"Mg60Ni23.6La15.65Y0.75","MMG",456,491,829,"NAN","NAN"
"Mg60Ni23.6La13.51B2.89","MMG",453,495,839,"NAN","NAN"
"Mg60Ni23.6La16.15Si0.25","MMG",453,498,811,"NAN","NAN"
"Mg67.32Zn27.72Ca3.96Ga1","MMG",358,492,826,"NAN","NAN"
"Mg60Ni23.6Y0.25La16.15","MMG",378,456,664,"NAN",5
"Mg60Ni23.6B2.89La13.51","MMG",453,491,829,"NAN",3.5
"Mg59.5Cu22.9Ag6.6Gd11","MMG",425,498,811,"NAN",1
"Mg60Ni23.6Y0.75La15.65","MMG",456,472,734,"NAN",27
"Mg60Ni23.6Si0.25La16.15","MMG",453,495,839,"NAN",4
"Mg65Cu7.5Ni7.5Zn5Ag5Y10","MMG",437,492,826,"NAN",1
"Mg67.66Zn27.86Ca3.98Ga0.50","MMG",358,468,765,"NAN","NAN"
"Mg60Ni23.6La15.4Y0.5Si0.5","MMG",372,457,703,"NAN",2
"Mg60Ni23.6La15.8Y0.5Si0.1","MMG",453,490,824,"NAN","NAN"
"Mg65Cu7.5Ni7.5Ag5Zn5Y10","MMG",430,494,828,"NAN","NAN"
"Mg67.83Zn27.93Ca3.99Ga0.25","MMG",358,459,728,"NAN",9
"Mg67.49Zn27.79Ca3.97Ga0.75","MMG",359,375,733,"NAN",0.5
"Mg67.15Zn27.65Ca3.95Ga1.25","MMG",358,378,677,"NAN",3.5
"Mg60Ni23.6Y0.5Si0.1La15.8","MMG",376,453,668,"NAN",3.5
"Mg60Ni23.6Y0.5Si0.5La15.75","MMG",457,494,828,"NAN",1.5
"Mg65Cu7.5Ni7.5Ag5Zn5Gd10","MMG",440,490,824,"NAN",1
"Mg60Ni23.6Y0.25Si0.25La15.9","MMG",456,477,726,"NAN",11
"Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5","MMG",434,492,824,"NAN",2
"Mg60Ni23.6La15.9Y0.25Si0.25","MMG",456,472,718,"NAN",14
"Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5","MMG",433,492,824,"NAN","NAN"
"Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5","MMG",438,473,735,"NAN",9.5
"Mn14.3Cr28.6Fe28.6Ni14.3Cu14.3","MMG",474,719,978,"NAN",13
"Mn25Cr12.5Fe25Ni12.5Cu25","MMG",847,901,1399,"NAN","NAN"
"Mn28.6Cr14.3Fe14.3Ni28.6Cu14.3","CMA",814,901,1330,"NAN","NAN"
"Mn11.1Co22.2Fe22.2Ni22.2Cu22.2","CMA",814,1001,1330,"NAN","NAN"
"Mn22.2Cr22.2Fe11.1Ni22.2Cu22.2","CMA",837,901,1436,"NAN","NAN"
"Mn23.26Cr23.26Fe34.88Ni11.63Al6.98","CMA",813,865,1330,"NAN","NAN"
"Mn22.22Cr22.22Cr33.33Fe11.11Al11.11","CMA",813,903,1277,"NAN","NAN"
"Mo11.11Nb22.22Ti22.22V22.22Zr22.22","CMA",844,"850 (I have modified this value. Both can not be identical)",1284,"NAN","NAN"
"Mo6.98Nb23.26Ti23.26V23.26Zr23.26","CMA",817,846,1240,"NAN","NAN"
"Mo18.18Nb18.18Ti18.18V27.27Zr18.18","CMA",816,957,1245,"NAN","NAN"
"Mo18.2Nb18.2Ti18.2V27.3Zr18.2","CMA",856,957,1342,"NAN","NAN"
"Mo16.67Nb16.67Ti16.67V33.33Zr16.67","CMA",856,965,1342,"NAN","NAN"
"Mo16.7Nb16.7Ti16.7V33.3Zr16.7","CMA",861,965,1345,"NAN","NAN"
"Mo25Nb25Ti25Zr25","CMA",861,967,1345,"NAN","NAN"
"Mo20Nb20Ti20V20Zr20","CMA",862,959,1346,"NAN","NAN"
"Mo20Nb20Ti20V20Zr20","CMA",854,959,1346,"NAN","NAN"
"Mo14.29Nb14.29Ti14.29V42.86Zr14.29","CMA",854,967,1346,"NAN","NAN"
"Mo14.3Nb14.3Ti14.3V42.9Zr14.3","CMA",861,967,1349,"NAN","NAN"
"Mo14.89Nb21.28Ti21.28V21.28Zr21.28","CMA",861,883,1349,"NAN","NAN"
"Mo20Cr20Fe20Ni20Cu20","CMA",847,1156,1251,"NAN","NAN"
"Mo22.22Nb22.22Ti22.22V11.11Zr22.22","CMA",878,961,1397,"NAN","NAN"
"Mo29.82Nb17.54Ti17.54V17.54Zr17.54","CMA",857,982,1346,"NAN","NAN"
"Mo27.27Nb18.18Ti18.18V18.18Zr18.18","CMA",870,964,1355,"NAN","NAN"
"Mo21.05Nb21.05Ti21.05V15.79Zr21.05","CMA",860,959,1345,"NAN","NAN"
"Mo24.53Nb18.87Ti18.87V18.87Zr18.87","CMA",855,957,1346,"NAN","NAN"
"Mo25Nb25Ta25Ti25","CMA",858,1108,1340,"NAN","NAN"
"Mo25Nb25Ta25V25","CMA",934,1093,1423,"NAN","NAN"
"Mo20Nb20Ta20Ti20V20","CMA",919,1116,1428,"NAN","NAN"
"Mo20Nb20Hf20Zr20Ti20","CMA",892,935,1433,"NAN","NAN"
"Mo25Nb25V25W25","CMA",828,1157,1293,"NAN","NAN"
"Mo25Nb25Ti25W25","CMA",941,1143,1476,"NAN","NAN"
"Mo25Nb25Ta25V25","CMA",942,1093,1456,"NAN","NAN"
"Mo20Nb20Ti20V20V20","CMA",919,1126,1428,"NAN","NAN"
"Mo25.6Nb22.7Ta24.4W27.3","CMA",934,1173,1446,"NAN","NAN"
"Mo25.0Nb25.0Ta25.0W25.0","CMA",945,1171,1490,"NAN","NAN"
"Mo21.7Nb20.6Ta15.6V21.0W21.1","CMA",942,1160,1491,"NAN","NAN"
"Mo20Nb20Ta20V20W20","CMA",941,1166,1479,"NAN","NAN"
"Mo20Nb20Ta20W20V20","CMA",941,1166,1487,"NAN","NAN"
"Nb20Ti20Cr20Zr20Cu20","CMA",756,963,1167,"NAN","NAN"
"Nb20Ti20V20Zr20Zr20","CMA",824,857,1349,"NAN","NAN"
"Nb20Mo20Ta20W20Hf20","CMA",878,1137,1416,"NAN","NAN"
"Nb20Mo20Ta20W20Zr20","CMA",932,1143,1465,"NAN","NAN"
"Nb25Ti25V25Ta25","CMA",939,1058,1462,"NAN","NAN"
"Nb23.5Ti23.5V23.5Ta23.5Al5.9","CMA",882,886,1433,"NAN","NAN"
"Nb22.2Ti22.2V22.2Ta22.2Al11.1","CMA",820,853,1240,"NAN","NAN"
"Nb20Ti20V20Ta20Al20","CMA",821,826,1198,"NAN","NAN"
"Nb20Mo20Ta20W20Cr20","CMA",822,1173,1206,"NAN","NAN"
"Nb20Ta20Ti20W20W20","CMA",945,1173,1490,"NAN","NAN"
"Nb25Ta25Ti25W25","CMA",945,1142,1490,"NAN","NAN"
"Nb20Ta20Ti20V20W20","CMA",921,1135,1487,"NAN","NAN"
"Nb25Ta25V25W25","CMA",918,1173,1483,"NAN","NAN"
"Ni60Nb40","CMA",891,945,1490,"NAN","NAN"
"Ni75Si8B17","CMA","NAN",924,1478,"NAN",1
"Ni60Nb35Zr5","NAN",887,"NAN","NAN","NAN","NAN"
"Ni60Nb25Zr15","MG",860,911,1458,"NAN",1.5
"Ni60Nb20Zr20","MMG",853,891,1390,110000,1.5
"Ni60Nb30Ta10","MMG",891,934,1391,"NAN",0.5
"Ni60Nb30Zr10","MMG",875,961,1559,"NAN",2
"Ni60Pd20P17B3","MMG",605,902,1413,"NAN",2
"Ni59Zr20Ti16Si5","MMG",683,830,1073,"NAN",15
"Ni61Zr28Nb7Al4","MMG",848,876,1304,"NAN",2
"Ni59Zr20Ti16Sn5","MMG",819,898,1348,"NAN",1
"Ni60Zr27Al6Hf7","MMG",838,854,1288,"NAN",1
"Ni60Zr30Nb5Al5","MMG",820,863,1508,"NAN","NAN"
"Ni60Zr28Nb7Al5","MMG",839,877,1364,"NAN","NAN"
"Ni61Zr27Nb8Al4","MMG",849,890,1348,"NAN","NAN"
"Ni62Zr28Nb7Al3","MMG",851,899,1351,"NAN","NAN"
"Ni60Zr20Nb15Al5","MMG",842,895,1352,"NAN","NAN"
"Ni60Zr25Nb10Al5","MMG",830,896,1369,"NAN","NAN"
"Ni60Zr15Nb20Al5","MMG",861,902,1372,"NAN","NAN"
"Ni60Zr10Nb25Al5","MMG",873,897,1395,"NAN","NAN"
"Ni60Nb15Ti10Zr15","MMG",844,900,1417,"NAN","NAN"
"Ni60Nb20Ti10Zr10","MMG",853,888,1370,"NAN","NAN"
"Ni60Zr20Nb10Al10","MMG",844,886,1363,"NAN","NAN"
"Ni72B19.2Si4.8Nb4","MMG",770,877,1518,"NAN","NAN"
"Ni59Zr20Ti16Si2Sn3","MMG",795,821,1446,"NAN",0.5
"Ni61Zr22Nb7Al4Ta6","MMG",867,877,1272,"NAN",3
"Ni42Ti20Zr25Al8Cu5","MMG",748,927,1379,"NAN",2
"Ni60Zr20Ti5Nb10Al5","MMG",803,826,1366,"NAN",0.5
"Ni57.5Zr30Nb5Al7.5","MMG",836,896,1379,"NAN",2
"Ni57.5Zr32Nb3Al7.5","MMG",831,897,1343,"NAN","NAN"
"Ni57.5Zr28Nb7Al7.5","MMG",839,892,1340,"NAN","NAN"
"Ni57.5Zr26Nb9Al7.5","MMG",844,902,1346,"NAN","NAN"
"Ni60Zr22.5Nb12.5Al5","MMG",836,907,1349,"NAN","NAN"
"Ni60Zr20Nb12.5Al7.5","MMG",843,902,1373,"NAN","NAN"
"Ni60Zr20Nb17.5Al2.5","MMG",841,894,1458,"NAN","NAN"
"Ni57.5Zr24Nb11Al7.5","MMG",849,891,1392,"NAN","NAN"
"Ni33.3Co33.3Mn33.3","MMG",914,984,1351,"NAN","NAN"
"Ni60Zr17.5Nb17.5Al5","MMG",829,853,1424,"NAN","NAN"
"Ni75Mo15Si10","CMA",804,894,1385,"NAN","NAN"
"Ni71.25Mo14.25Si9.5Nb5","MMG",813,912,1213,"NAN","NAN"
"Ni67.5Mo13.5Si9Nb10","MMG",815,965,1181,"NAN","NAN"
"Ni63.75Mo12.75Si8.5Nb15","MMG",800,976,1168,"NAN","NAN"
"Ni65Nb5Cr5Mo5P14B6","MMG",703,959,1174,"NAN","NAN"
"Ni60Nb20Ti15Zr5","MMG",841,753,"NAN","NAN",1
"Ni60Nb20Ti12.5Hf7.5","MMG",848,898,"NAN","NAN",2
"Ni53Nb20Ti10Zr8Co6Cu3","MMG",846,908,"NAN","NAN",1.5
"Ni59.35Nb34.45Sn6.2","MMG",882,897,"NAN","NAN",3
"Ni60Nb36Sn3B1","MMG",882,930,"NAN","NAN",3
"Ni60Nb20Ta20","MMG","NAN",940,"NAN","NAN",3
"Ni60Nb25Ti15","MMG",857,994,"NAN","NAN","NAN"
"Ni60Zr20Ti7.5Nb7.5Al5","MMG",824,904,"NAN","NAN",1.5
"Ni60Zr20Ti2.5Nb12.5Al5","MMG",836,885,1385,"NAN",2
"Ni61.25Zr31.85Nb4.9Al2","MMG",881,897,1378,"NAN",2
"Ni42Ti20Zr20.5Al8Cu5Si4.5","MMG",763,906,1447,"NAN","NAN"
"Ni42Ti20Zr22.5Al8Cu5Si2.5","MMG",767,856,1364,"NAN",2
"Ni42Ti19Zr22.5Al8Cu5Si3.5","MMG",780,833,1367,"NAN",2
"Ni42Ti20Zr21.5Al8Cu5Si3.5","MMG",774,846,1363,"NAN",3
"Ni57.6Fe14.4B19.2Si4.8Nb4","MMG",755,846,1366,"NAN",2.5
"Ni43.2Fe28.8B19.2Si4.8Nb4","MMG",745,795,1381,"NAN",2
"Ni50.4Fe21.6B19.2Si4.8Nb4","MMG",750,795,1348,"NAN",3
"Ni64.8Fe7.2B19.2Si4.8Nb4","MMG",762,795,1356,"NAN",2.5
"Ni23.26Co23.26Fe23.26Cr23.26Al6.98","MMG",795,1046,1408,"NAN",1
"Ni23.53Co23.53Fe23.53Cr23.53Al5.88","MMG",872,1048,1439,"NAN","NAN"
"Ni23.26Co23.26Fe23.26Cr23.26Mo6.98","CMA",873,1100,1439,"NAN","NAN"
"Ni22.86Co22.86Fe22.86Cr22.86Ni8.57","CMA",898,1082,1470,"NAN","NAN"
"Ni24.39Co24.39Fe24.39Cr24.39Al2.44","CMA",883,1080,1470,"NAN","NAN"
"Nd60Fe20Co10Al10","CMA",485,593,859,"NAN",2
"Nd60Al10Cu10Fe20","MMG",485,615,"NAN","NAN","NAN"
"Nd61Al11Ni8Cu15Co5","MMG",454,610,"NAN","NAN","NAN"
"Nd61Al11Ni8Co5Cu15","MMG",445,478,759,"NAN",6
"Nd60Cu20Ni10Al10","NAN",438,469,"NAN","NAN",6
"Nd60Al15Ni10Cu10Fe5","MMG",429,478,755,"NAN",5
"Os28Co28Ta10B34","MMG",473,776,1005,"NAN",5
"Os27Co27Ta10B36","NAN",1010,1064,"NAN","NAN",2.5
"Os26Co26Ta10B38","MMG",1016,1062,"NAN","NAN",2.5
"Os25Co25Ta10B40","MMG",1022,1066,"NAN","NAN",2.5
"Os28Co28Ta6B38","MMG",983,1065,"NAN","NAN",2
"Os27Co27Ta8B38","MMG",998,1007,"NAN","NAN",2
"Os25Co25Ta12B38","MMG",1028,1033,"NAN","NAN",2
"Pd82Si18","MMG",645,1090,"NAN","NAN",2.5
"Pd77Cu6Si17","MMG",642.4,707,1071,"NAN",0.8
"Pd40Ni40P20","NAN",582.5,686.4,1128,"NAN",2
"Pd79Cu6Si10P5","MMG",609,645.5,995.8,1800,25
"Pd77.5Cu6Si16.5","MMG",636.1,682,995,125,5
"Pd79.5Cu4Si16.5","MMG",644.3,677.1,1056.7,"NAN",1.5
"Pd71.5Cu12Si16.5","MMG",652,684.3,1101.3,1.06102,0.75
"Pd73.5Cu10Si16.5","MMG",636.8,680,1154,5.06102,2
"Pd40Cu30Ni10P20","MMG",586,676.8,1121.1,"NAN",2
"Pd79Cu5Ag1Si10P5","MMG",614,678,"NAN",0.1,73
"Pd79Cu4Ag2Si10P5","MMG",613,684,1001,"NAN",4
"Pd79Cu3Ag3Si10P5","MMG",610,684,1005,"NAN",5
"Pd79Cu2Ag4Si10P5","MMG",611,683,1005,"NAN",5
"Pd42.5Cu30Ni7.5P20","MMG",575,676,1006,"NAN",7
"Pd20Pt20Cu20Ni20P20","MMG",580,684,"NAN",0.067,80
"Pd84Si16","MMG",635,645,"NAN","NAN",10
"Pd77.5Cu6Si16.6","MMG",636,670,1097,"NAN",2
"Pd79Cu4Au2Si10P5","MMG",613,677,1056,"NAN",1.5
"Pd81.5Cu2Si16.5","MMG",641.1,690,1005,"NAN",5
"Pd84Si14Ge2","MMG",634,678.1,1111.1,"NAN",2
"Pd81Au4Si15","MMG",636,640,"NAN","NAN",1
"Pd79Ag4.5Si16.5","MMG",640,645,"NAN","NAN",1
"Pd80Cu3.5Si16.5","MMG",640,672,"NAN","NAN",1
"Pd79Au1.5Ag3Si16.5","MMG",642,648,"NAN","NAN",1
"Pd48Ni32P20","MMG","NAN",669,"NAN","NAN",1
"Pr68Cu25Al7","MMG",382,"NAN","NAN",10,"NAN"
"Pr60Cu20Al10Ni10","MMG",402,417,705,"NAN",1.5
"Pr72Cu12.5Ni12.5Al3","MMG",367,469,725,"NAN",5
"Pr72Cu10.5Ni10.5Al7","MMG",395,402,743,"NAN",1.5
"Pr68Cu12.5Ni12.5Al7","MMG",399,410,760,"NAN",1.5
"Pr55Al12Fe30Cu3","MMG",416,551,703,"NAN",1.5
"Pr60Cu20Ni10Al10","MMG",417,626,"NAN","NAN","NAN"
"Pr55Al25Co20","MMG",469,509,810,"NAN","NAN"
"Pt60Ni15P25","MMG","NAN",585,826,"NAN",5
"Pt57.5Cu14.7Ni5.3P22.5","MMG","NAN","NAN","NAN",4000,"NAN"
"Sc36Y20Al24Co20","MMG",662,"NAN","NAN","NAN","NAN"
"Sm40Y15Al25Co20","MMG",590,760,"NAN","NAN","NAN"
"Sr60Li5Mg15Zn20","MMG",415,657,"NAN","NAN","NAN"
"Sr20Ca20Yb20Mg20Zn10Cu10","MMG",351,437,675,"NAN","NAN"
"Sr20Ca20Yb20Mg20Zn20","MMG",353,391,"NAN","NAN",5
"Ta42Ni42Co16","MMG",998,389,"NAN","NAN",5
"Ta42Ni38Co20","MMG",1003,1038,"NAN","NAN",2
"Ta42Ni36Co22","MMG",1005,1038,"NAN","NAN",2
"Ta46Ni36Co18","MMG",991,1035,"NAN","NAN",2
"Ta50Ni32Co18","MMG",980,1027,"NAN","NAN",2
"Ta42Ni40Co18","MMG",993,1004,"NAN","NAN","NAN"
"Ta25Nb25V25Zr25","MMG",812,1032,"NAN","NAN",2
"Ta25Nb25Hf25Zr25","MMG",805,808,1206,"NAN","NAN"
"Ta20Nb20V20Ti20Al20","CMA",799,826,1209,"NAN","NAN"
"Ta20Nb20Hf20Zr20Ti20","CMA",819,822,1206,"NAN","NAN"
"Ta23.53Nb23.53V23.53Ti23.53Al5.88","CMA",807,882,1218,"NAN","NAN"
"Ta22.22Nb22.22Mo22.22Ti22.22Al11.11","CMA",853,1124,1240,"NAN","NAN"
"Tb55Co20Al25","CMA",614,937,1440,"NAN","NAN"
"Tb54Ni20Al26","CMA",604,680,"NAN","NAN","NAN"
"Tb36Ho20Al24Co20","MMG",617,662,"NAN","NAN","NAN"
"Tb36Er20Al24Co20","MMG",622,672,"NAN","NAN","NAN"
"Tb55Al25Co20","MMG",612,677,"NAN","NAN","NAN"
"Tb36Y20Al24Co20","MMG",619,674,1001,"NAN",3
"Tb36Sm20Al24Co20","MMG",582,686,"NAN","NAN","NAN"
"Tm39Ho16Co20Al25","MMG",656,666,982,"NAN",3
"Tm55Al25Co20","MMG",678,719,"NAN","NAN","NAN"
"Tm39Y16Al25Co20","MMG",664,733,1103,"NAN",3
"Tm45Y10Al25Co20","MMG",672,735,"NAN","NAN","NAN"
"Ti20Zr20Hf20Be20Cu20","MMG",631,734,"NAN","NAN","NAN"
"Ti20Zr20Hf20Ni20Cu20  ","MMG",650.2,711,"NAN","NAN","NAN"
"Ti20Zr20Hf20Be20Ni20","MMG",661,698.5,"NAN","NAN",1.5
"Ti45Zr20Be35","MMG",589,708,"NAN","NAN","NAN"
"Ti16.66Zr16.66Hf16.66Be16.66Cu16.66Ni16.7","MMG",655,671,1230,"NAN",5
